Ontology;Value;Term
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingTemperature;BakingTemperature
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/MeasurementRange;MeasurementRange
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterNominalPower;InverterNominalPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/SystemCapability;SystemCapability
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Elevation;Elevation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryActualDCPower;BatteryActualDCPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#GridActivePowerLoad;GridActivePowerLoad
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterStatus;InverterStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaxHumidity;MaxHumidity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualDCCurrent;ActualDCCurrent
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaxPowerConsumption;MaxPowerConsumption
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#OvenEmergency;OvenEmergency
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#RefrigeratorDoorStatus;RefrigeratorDoorStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MinBatteryStateOfCharge;MinBatteryStateOfCharge
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PVOperationStatus;PVOperationStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#LightSwitch;LightSwitch
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/SurvivalProperty;SurvivalProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryActualDCCurrent;BatteryActualDCCurrent
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/Resolution;Resolution
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://purl.org/vocab/vann/preferredNamespaceUri;preferredNamespaceUri
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Power;Power
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/sosa/Actuator;sosaActuator
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/BatteryLifetime;BatteryLifetime
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#WeatherStation;WeatherStation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HighestSoundDeviation;HighestSoundDeviation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Thermometer;Thermometer
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualDCVoltage;ActualDCVoltage
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/2000/01/rdf-schema#isDefinedBy;isDefinedBy
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HeartRate;HeartRate
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://purl.org/dc/elements/1.1/publisher;publisher
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/2000/01/rdf-schema#seeAlso;seeAlso
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#EntryExit;EntryExit
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ConnectorStatus;ConnectorStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/OperatingProperty;OperatingProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#LuminusFlux;LuminusFlux
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/DetectionLimit;DetectionLimit
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryStorageUnit;BatteryStorageUnit
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://purl.org/dc/terms/creator;creator
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#EVCharger;EVCharger
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral;PlainLiteral
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#FreezerDoorStatus;FreezerDoorStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterAccumulatedActiveEnergyProduction;InverterAccumulatedActiveEnergyProduction
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryActualPowerSetPoint;BatteryActualPowerSetPoint
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/core#Sensor;core#Sensor
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MinSound;MinSound
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://purl.org/vocab/vann/preferredNamespacePrefix;preferredNamespacePrefix
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Motion;Motion
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingEndTimeMinute;BakingEndTimeMinute
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryConnectionStatus;BatteryConnectionStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#IndoorClimateQualitySensor;IndoorClimateQualitySensor
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HeaterDefaultTemperature;HeaterDefaultTemperature
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Sound;Sound
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#OperationalStatus;OperationalStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/ResponseTime;ResponseTime
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#GPSLongitude;GPSLongitude
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaxBatteryStateOfCharge;MaxBatteryStateOfCharge
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/2002/07/owl#cardinality;cardinality
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HighestCO2ConcentrationDeviation;HighestCO2ConcentrationDeviation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#CaloriesBurned;CaloriesBurned
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#SpaceProperty;SpaceProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PowerFactorLowerBound;PowerFactorLowerBound
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/Frequency;Frequency
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Sleep;Sleep
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualDCPower;ActualDCPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PowerMeter;PowerMeter
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#LuminanceMeter;LuminanceMeter
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageSoundDeviation;AverageSoundDeviation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#SmartRefrigerator;SmartRefrigerator
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#OnOff;OnOff
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Illuminance;Illuminance
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AccumulatedEnergyProduced;AccumulatedEnergyProduced
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualReactivePowerLoad;ActualReactivePowerLoad
